承認番号,販売名,原始主成分,標準化成分,同義詞,drugbank_id,映射成功
642190005,Ｄ−マンニトール注射液　２０％３００ｍＬ,D-ﾏﾝﾆﾄｰﾙ,D-ﾏﾝﾆﾄｰﾙ,,,False
642190006,Ｄ−マンニトール注射液　２０％５００ｍＬ,D-ﾏﾝﾆﾄｰﾙ,D-ﾏﾝﾆﾄｰﾙ,,,False
642210003,ジモルホラミン注射液　１．５％２ｍＬ,ｼﾞﾓﾙﾎﾗﾐﾝ,ｼﾞﾓﾙﾎﾗﾐﾝ,,,False
642210004,ジモルホラミン注射液　１．５％３ｍＬ,ｼﾞﾓﾙﾎﾗﾐﾝ,ｼﾞﾓﾙﾎﾗﾐﾝ,,,False
642210014,アネキセート注射液０．５ｍｇ　５ｍＬ,ｱﾈｷｾｰﾄ,ｱﾈｷｾｰﾄ,,,False
642220020,エフェドリン塩酸塩注射液　４％１ｍＬ,ｴﾌｪﾄﾞﾘﾝｴﾝ,ｴﾌｪﾄﾞﾘﾝｴﾝ,,,False
642220029,ヱフェドリン「ナガヰ」注射液４０ｍｇ　４％１ｍＬ,ｴﾌｪﾄﾞﾘﾝﾅｶﾞｲ,ｴﾌｪﾄﾞﾘﾝﾅｶﾞｲ,,,False
642320013,タガメット注射液２００ｍｇ　１０％２ｍＬ,ﾀｶﾞﾒｯﾄ,ﾀｶﾞﾒｯﾄ,,,False
642360002,デヒドロコール酸注射液　１０％１０ｍＬ,ﾃﾞﾋﾄﾞﾛｺｰﾙ,ﾃﾞﾋﾄﾞﾛｺｰﾙ,,,False
642360005,１０％デヒドロコール酸注「ニッシン」　１０ｍＬ,10%ﾃﾞﾋﾄﾞﾛｺｰﾙ,10%ﾃﾞﾋﾄﾞﾛｺｰﾙ,,,False
642410004,オキシトシン注射液　１単位,ｵｷｼﾄｼﾝ,ｵｷｼﾄｼﾝ,,,False
642410006,オキシトシン注射液　５単位,ｵｷｼﾄｼﾝ,ｵｷｼﾄｼﾝ,,,False
642410016,バソプレシン注射液　２０単位,ﾊﾞｿﾌﾟﾚｼﾝ,ﾊﾞｿﾌﾟﾚｼﾝ,,,False
642440006,メテノロンエナント酸エステル注射液　１００ｍｇ,ﾒﾃﾉﾛﾝｴﾅﾝﾄ,ﾒﾃﾉﾛﾝｴﾅﾝﾄ,,,False
642450005,アドレナリン注射液　０．１％１ｍＬ,ｱﾄﾞﾚﾅﾘﾝ,ｱﾄﾞﾚﾅﾘﾝ,,,False
642450071,ノルアドレナリン注射液　０．１％１ｍＬ,ﾉﾙｱﾄﾞﾚﾅﾘﾝ,ﾉﾙｱﾄﾞﾚﾅﾘﾝ,,,False
642450087,リンデロン懸濁注　２．５ｍｇ,ﾘﾝﾃﾞﾛﾝｹﾝﾀﾞｸﾁｭｳ,ﾘﾝﾃﾞﾛﾝｹﾝﾀﾞｸﾁｭｳ,,,False
642450169,水溶性プレドニン１０ｍｇ,ｽｲﾖｳｾｲﾌﾟﾚﾄﾞﾆﾝ10MG,ｽｲﾖｳｾｲﾌﾟﾚﾄﾞﾆﾝ10MG,,,False
642450170,水溶性プレドニン２０ｍｇ,ｽｲﾖｳｾｲﾌﾟﾚﾄﾞﾆﾝ20MG,ｽｲﾖｳｾｲﾌﾟﾚﾄﾞﾆﾝ20MG,,,False
642450171,水溶性プレドニン５０ｍｇ,ｽｲﾖｳｾｲﾌﾟﾚﾄﾞﾆﾝ50MG,ｽｲﾖｳｾｲﾌﾟﾚﾄﾞﾆﾝ50MG,,,False
642460001,テストステロンエナント酸エステル注射液　１２５ｍｇ１ｍＬ,ﾃｽﾄｽﾃﾛﾝｴﾅﾝﾄ,ﾃｽﾄｽﾃﾛﾝｴﾅﾝﾄ,,,False
642460004,テストステロンプロピオン酸エステル注射液　１０ｍｇ,ﾃｽﾄｽﾃﾛﾝﾌﾟﾛﾋﾟｵﾝ,ﾃｽﾄｽﾃﾛﾝﾌﾟﾛﾋﾟｵﾝ,,,False
642460006,テストステロンプロピオン酸エステル注射液　２５ｍｇ,ﾃｽﾄｽﾃﾛﾝﾌﾟﾛﾋﾟｵﾝ,ﾃｽﾄｽﾃﾛﾝﾌﾟﾛﾋﾟｵﾝ,,,False
642470028,プロゲステロン注射液　１０ｍｇ,ﾌﾟﾛｹﾞｽﾃﾛﾝ,ﾌﾟﾛｹﾞｽﾃﾛﾝ,,,False
642470031,プロゲステロン注射液　２５ｍｇ,ﾌﾟﾛｹﾞｽﾃﾛﾝ,ﾌﾟﾛｹﾞｽﾃﾛﾝ,,,False
642470032,プロゲステロン注射液　５０ｍｇ,ﾌﾟﾛｹﾞｽﾃﾛﾝ,ﾌﾟﾛｹﾞｽﾃﾛﾝ,,,False
642470048,ルテスデポー注　１ｍＬ,ﾙﾃｽﾃﾞﾎﾟｰﾁｭｳ,ﾙﾃｽﾃﾞﾎﾟｰﾁｭｳ,,,False
642470052,エストラジオール安息香酸エステル水性懸濁注射液　１ｍｇ,ｴｽﾄﾗｼﾞｵｰﾙｱﾝｿｸｺｳ,ｴｽﾄﾗｼﾞｵｰﾙｱﾝｿｸｺｳ,,,False
642470077,エストラジオール安息香酸エステル水性懸濁注射液　０．２ｍｇ,ｴｽﾄﾗｼﾞｵｰﾙｱﾝｿｸｺｳ,ｴｽﾄﾗｼﾞｵｰﾙｱﾝｿｸｺｳ,,,False
642470097,エストリオール水性懸濁注射液　１０ｍｇ１ｍＬ,ｴｽﾄﾘｵｰﾙｽｲｾｲｹﾝﾀﾞｸﾁｭｳｼ,ｴｽﾄﾘｵｰﾙｽｲｾｲｹﾝﾀﾞｸﾁｭｳｼ,,,False
642480003,ダイホルモン・デポー注　１ｍＬ,ﾀﾞｲﾎﾙﾓﾝﾃﾞﾎﾟｰﾁｭｳ,ﾀﾞｲﾎﾙﾓﾝﾃﾞﾎﾟｰﾁｭｳ,,,False
642490022,プロスタルモン・Ｆ注射液１０００　１ｍｇ１ｍＬ,ﾌﾟﾛｽﾀﾙﾓﾝF,ﾌﾟﾛｽﾀﾙﾓﾝF,,,False
642490084,ヒポクライン注射液１．２　１．２ｍｇ３ｍＬ,ﾋﾎﾟｸﾗｲﾝ,ﾋﾎﾟｸﾗｲﾝ,,,False
642490085,ヒポクライン注射液２．４　２．４ｍｇ３ｍＬ,ﾋﾎﾟｸﾗｲﾝ,ﾋﾎﾟｸﾗｲﾝ,,,False
642490105,ゾラデックス３．６ｍｇデポ　（ゴセレリンとして）,ｿﾞﾗﾃﾞｯｸｽ3.6MGﾃﾞﾎﾟ,ｿﾞﾗﾃﾞｯｸｽ3.6MGﾃﾞﾎﾟ,,,False
642520008,エルゴメトリンマレイン酸塩注射液　０．０２％１ｍＬ,ｴﾙｺﾞﾒﾄﾘﾝﾏﾚｲﾝ,ｴﾙｺﾞﾒﾄﾘﾝﾏﾚｲﾝ,,,False
643120012,アリナミンＦ１００注　１００ｍｇ２０ｍＬ,ｱﾘﾅﾐﾝF100ﾁｭｳ,ｱﾘﾅﾐﾝF100ﾁｭｳ,,,False
643120013,アリナミンＦ２５注　２５ｍｇ１０ｍＬ,ｱﾘﾅﾐﾝF25ﾁｭｳ,ｱﾘﾅﾐﾝF25ﾁｭｳ,,,False
643120014,アリナミンＦ５０注　５０ｍｇ２０ｍＬ,ｱﾘﾅﾐﾝF50ﾁｭｳ,ｱﾘﾅﾐﾝF50ﾁｭｳ,,,False
643120100,チアミン塩化物塩酸塩注射液　５ｍｇ,ﾁｱﾐﾝｴﾝｶﾌﾞﾂｴﾝ,ﾁｱﾐﾝｴﾝｶﾌﾞﾂｴﾝ,,,False
643120101,チアミン塩化物塩酸塩注射液　１０ｍｇ,ﾁｱﾐﾝｴﾝｶﾌﾞﾂｴﾝ,ﾁｱﾐﾝｴﾝｶﾌﾞﾂｴﾝ,,,False
643120102,チアミン塩化物塩酸塩注射液　２０ｍｇ,ﾁｱﾐﾝｴﾝｶﾌﾞﾂｴﾝ,ﾁｱﾐﾝｴﾝｶﾌﾞﾂｴﾝ,,,False
643120103,チアミン塩化物塩酸塩注射液　５０ｍｇ,ﾁｱﾐﾝｴﾝｶﾌﾞﾂｴﾝ,ﾁｱﾐﾝｴﾝｶﾌﾞﾂｴﾝ,,,False
643120203,メタボリンＧ注射液１０ｍｇ,ﾒﾀﾎﾞﾘﾝG,ﾒﾀﾎﾞﾘﾝG,,,False
643120211,メタボリンＧ注射液２０ｍｇ,ﾒﾀﾎﾞﾘﾝG,ﾒﾀﾎﾞﾘﾝG,,,False
643120216,メタボリン注射液５０ｍｇ,ﾒﾀﾎﾞﾘﾝ,ﾒﾀﾎﾞﾘﾝ,,,False
643130059,シアノコバラミン注射液　１００μｇ,ｼｱﾉｺﾊﾞﾗﾐﾝ,ｼｱﾉｺﾊﾞﾗﾐﾝ,,,False
643130061,シアノコバラミン注射液　１ｍｇ,ｼｱﾉｺﾊﾞﾗﾐﾝ,ｼｱﾉｺﾊﾞﾗﾐﾝ,,,False
643130074,ニコチン酸注射液　２０ｍｇ,ﾆｺﾁﾝ,ﾆｺﾁﾝ,,,False
643130075,ニコチン酸注射液　５０ｍｇ,ﾆｺﾁﾝ,ﾆｺﾁﾝ,,,False
643130103,パントール注射液１００ｍｇ,ﾊﾟﾝﾄｰﾙ,ﾊﾟﾝﾄｰﾙ,,,False
643130104,パントール注射液２５０ｍｇ,ﾊﾟﾝﾄｰﾙ,ﾊﾟﾝﾄｰﾙ,,,False
643130105,パントール注射液５００ｍｇ,ﾊﾟﾝﾄｰﾙ,ﾊﾟﾝﾄｰﾙ,,,False
643130107,パントシン注１０％　２００ｍｇ,ﾊﾟﾝﾄｼﾝﾁｭｳ10%,ﾊﾟﾝﾄｼﾝﾁｭｳ10%,,,False
643130108,パントシン注５％　１００ｍｇ,ﾊﾟﾝﾄｼﾝﾁｭｳ5%,ﾊﾟﾝﾄｼﾝﾁｭｳ5%,,,False
643130186,リボフラビンリン酸エステルナトリウム注射液　１ｍｇ,ﾘﾎﾞﾌﾗﾋﾞﾝﾘﾝ,ﾘﾎﾞﾌﾗﾋﾞﾝﾘﾝ,,,False
643130187,リボフラビンリン酸エステルナトリウム注射液　５ｍｇ,ﾘﾎﾞﾌﾗﾋﾞﾝﾘﾝ,ﾘﾎﾞﾌﾗﾋﾞﾝﾘﾝ,,,False
643130188,リボフラビンリン酸エステルナトリウム注射液　１０ｍｇ,ﾘﾎﾞﾌﾗﾋﾞﾝﾘﾝ,ﾘﾎﾞﾌﾗﾋﾞﾝﾘﾝ,,,False
643130189,リボフラビンリン酸エステルナトリウム注射液　２０ｍｇ,ﾘﾎﾞﾌﾗﾋﾞﾝﾘﾝ,ﾘﾎﾞﾌﾗﾋﾞﾝﾘﾝ,,,False
643130197,ピリドキシン塩酸塩注射液　１０ｍｇ,ﾋﾟﾘﾄﾞｷｼﾝｴﾝ,ﾋﾟﾘﾄﾞｷｼﾝｴﾝ,,,False
643130199,ピリドキシン塩酸塩注射液　３０ｍｇ,ﾋﾟﾘﾄﾞｷｼﾝｴﾝ,ﾋﾟﾘﾄﾞｷｼﾝｴﾝ,,,False
643130211,葉酸注射液　１５ｍｇ,ﾖｳ,ﾖｳ,,,False
643130224,メチコバール注射液５００μｇ　０．５ｍｇ,ﾒﾁｺﾊﾞｰﾙ,ﾒﾁｺﾊﾞｰﾙ,,,False
643130315,ホスフラン注−５ｍｇ,ﾎｽﾌﾗﾝﾁｭｳ-5MG,ﾎｽﾌﾗﾝﾁｭｳ-5MG,,,False
643130318,ビスラーゼ注射液１０ｍｇ,ﾋﾞｽﾗｰｾﾞ,ﾋﾞｽﾗｰｾﾞ,,,False
643130321,ビタミンＢ２注１％「イセイ」　１０ｍｇ,ﾋﾞﾀﾐﾝB2ﾁｭｳ1%ｲｾｲ,ﾋﾞﾀﾐﾝB2ﾁｭｳ1%ｲｾｲ,,,False
643130323,ホスフラン注−１０ｍｇ,ﾎｽﾌﾗﾝﾁｭｳ-10MG,ﾎｽﾌﾗﾝﾁｭｳ-10MG,,,False
643130325,ビスラーゼ注射液２０ｍｇ,ﾋﾞｽﾗｰｾﾞ,ﾋﾞｽﾗｰｾﾞ,,,False
643130326,ホスフラン注−２０ｍｇ,ﾎｽﾌﾗﾝﾁｭｳ-20MG,ﾎｽﾌﾗﾝﾁｭｳ-20MG,,,False
643130333,ビーシックス注「フソー」−１０ｍｇ,ﾋﾞｰｼｯｸｽﾁｭｳﾌｿｰ-10MG,ﾋﾞｰｼｯｸｽﾁｭｳﾌｿｰ-10MG,,,False
643130339,ビーシックス注「フソー」−３０ｍｇ,ﾋﾞｰｼｯｸｽﾁｭｳﾌｿｰ-30MG,ﾋﾞｰｼｯｸｽﾁｭｳﾌｿｰ-30MG,,,False
643130341,フォリアミン注射液　１５ｍｇ,ﾌｫﾘｱﾐﾝ,ﾌｫﾘｱﾐﾝ,,,False
643130346,シアノコバラミン注射液１，０００μｇ「トーワ」　１ｍｇ,ｼｱﾉｺﾊﾞﾗﾐﾝ,ｼｱﾉｺﾊﾞﾗﾐﾝ,,,False
643140002,アスコルビン酸注射液　１００ｍｇ,ｱｽｺﾙﾋﾞﾝ,ｱｽｺﾙﾋﾞﾝ,,,False
643140003,アスコルビン酸注射液　２００ｍｇ,ｱｽｺﾙﾋﾞﾝ,ｱｽｺﾙﾋﾞﾝ,,,False
643140004,アスコルビン酸注射液　５００ｍｇ,ｱｽｺﾙﾋﾞﾝ,ｱｽｺﾙﾋﾞﾝ,,,False
643140005,アスコルビン酸注射液　１ｇ,ｱｽｺﾙﾋﾞﾝ,ｱｽｺﾙﾋﾞﾝ,,,False
643140006,アスコルビン酸注射液　２ｇ,ｱｽｺﾙﾋﾞﾝ,ｱｽｺﾙﾋﾞﾝ,,,False
643140011,クリストファン注　２０ｍＬ,ｸﾘｽﾄﾌｧﾝﾁｭｳ,ｸﾘｽﾄﾌｧﾝﾁｭｳ,,,False
643140021,ビタシミン注射液１００ｍｇ,ﾋﾞﾀｼﾐﾝ,ﾋﾞﾀｼﾐﾝ,,,False
643140026,ビタミンＣ注「フソー」−１００ｍｇ,ﾋﾞﾀﾐﾝCﾁｭｳﾌｿｰ-100MG,ﾋﾞﾀﾐﾝCﾁｭｳﾌｿｰ-100MG,,,False
643140027,ビタＣ注１０％　１００ｍｇ,ﾋﾞﾀCﾁｭｳ10%,ﾋﾞﾀCﾁｭｳ10%,,,False
643140039,ビタシミン注射液５００ｍｇ,ﾋﾞﾀｼﾐﾝ,ﾋﾞﾀｼﾐﾝ,,,False
643140044,ビタミンＣ注「フソー」−５００ｍｇ,ﾋﾞﾀﾐﾝCﾁｭｳﾌｿｰ-500MG,ﾋﾞﾀﾐﾝCﾁｭｳﾌｿｰ-500MG,,,False
643140045,ビタＣ注２５％　５００ｍｇ,ﾋﾞﾀCﾁｭｳ25%,ﾋﾞﾀCﾁｭｳ25%,,,False
643140054,ビタミンＣ注「フソー」−２ｇ,ﾋﾞﾀﾐﾝCﾁｭｳﾌｿｰ-2G,ﾋﾞﾀﾐﾝCﾁｭｳﾌｿｰ-2G,,,False
643160022,プレビタＳ注射液　５ｍＬ,ﾌﾟﾚﾋﾞﾀS,ﾌﾟﾚﾋﾞﾀS,,,False
643180004,シーパラ注　２ｍＬ,ｼｰﾊﾟﾗﾁｭｳ,ｼｰﾊﾟﾗﾁｭｳ,,,False
643180005,ダイビタミックス注　２ｍＬ,ﾀﾞｲﾋﾞﾀﾐｯｸｽﾁｭｳ,ﾀﾞｲﾋﾞﾀﾐｯｸｽﾁｭｳ,,,False
643180007,ネオラミン・スリービー液（静注用）　１０ｍＬ,ﾈｵﾗﾐﾝｽﾘｰﾋﾞｰｴｷ,ﾈｵﾗﾐﾝｽﾘｰﾋﾞｰｴｷ,,,False
643180017,ビタメジン静注用,ﾋﾞﾀﾒｼﾞﾝ,ﾋﾞﾀﾒｼﾞﾝ,,,False
643180039,オーツカＭＶ注　１瓶１管,ｵｰﾂｶMVﾁｭｳ,ｵｰﾂｶMVﾁｭｳ,,,False
643180040,マルタミン注射用,ﾏﾙﾀﾐﾝ,ﾏﾙﾀﾐﾝ,,,False
643210008,塩化カルシウム注射液　０．５モル２０ｍＬ,ｴﾝｶｶﾙｼｳﾑ,ｴﾝｶｶﾙｼｳﾑ,,,False
643210009,塩化カルシウム注射液　２％２０ｍＬ,ｴﾝｶｶﾙｼｳﾑ,ｴﾝｶｶﾙｼｳﾑ,,,False
643220007,エレメンミック注　２ｍＬ,ｴﾚﾒﾝﾐｯｸﾁｭｳ,ｴﾚﾒﾝﾐｯｸﾁｭｳ,,,False
643230011,キシリトール注射液　５％３００ｍＬ,ｷｼﾘﾄｰﾙ,ｷｼﾘﾄｰﾙ,,,False
643230012,キシリトール注射液　５％５００ｍＬ,ｷｼﾘﾄｰﾙ,ｷｼﾘﾄｰﾙ,,,False
643230013,キシリトール注射液　１０％２０ｍＬ,ｷｼﾘﾄｰﾙ,ｷｼﾘﾄｰﾙ,,,False
643230018,キシリトール注射液　２０％２０ｍＬ,ｷｼﾘﾄｰﾙ,ｷｼﾘﾄｰﾙ,,,False
643230026,ハイカリック液−１号　７００ｍＬ,ﾊｲｶﾘｯｸｴｷ-1ｺﾞｳ,ﾊｲｶﾘｯｸｴｷ-1ｺﾞｳ,,,False
643230027,ハイカリック液−２号　７００ｍＬ,ﾊｲｶﾘｯｸｴｷ-2ｺﾞｳ,ﾊｲｶﾘｯｸｴｷ-2ｺﾞｳ,,,False
643230032,ブドウ糖注射液　５％２０ｍＬ,ﾌﾞﾄﾞｳﾄｳ,ﾌﾞﾄﾞｳﾄｳ,,,False
643230034,ブドウ糖注射液　５％１００ｍＬ,ﾌﾞﾄﾞｳﾄｳ,ﾌﾞﾄﾞｳﾄｳ,,,False
643230035,ブドウ糖注射液　５％２００ｍＬ,ﾌﾞﾄﾞｳﾄｳ,ﾌﾞﾄﾞｳﾄｳ,,,False
643230036,ブドウ糖注射液　５％２５０ｍＬ,ﾌﾞﾄﾞｳﾄｳ,ﾌﾞﾄﾞｳﾄｳ,,,False
643230038,ブドウ糖注射液　５％５００ｍＬ,ﾌﾞﾄﾞｳﾄｳ,ﾌﾞﾄﾞｳﾄｳ,,,False
643230039,ブドウ糖注射液　５％１Ｌ,ﾌﾞﾄﾞｳﾄｳ,ﾌﾞﾄﾞｳﾄｳ,,,False
643230042,ブドウ糖注射液　２０％２０ｍＬ,ﾌﾞﾄﾞｳﾄｳ,ﾌﾞﾄﾞｳﾄｳ,,,False
643230048,ブドウ糖注射液　５０％２０ｍＬ,ﾌﾞﾄﾞｳﾄｳ,ﾌﾞﾄﾞｳﾄｳ,,,False
643230050,ブドウ糖注射液　５０％３００ｍＬ,ﾌﾞﾄﾞｳﾄｳ,ﾌﾞﾄﾞｳﾄｳ,,,False
643230052,ブドウ糖注射液　５０％５００ｍＬ,ﾌﾞﾄﾞｳﾄｳ,ﾌﾞﾄﾞｳﾄｳ,,,False
643230076,果糖注射液　５％５００ｍＬ,ｶﾄｳ,ｶﾄｳ,,,False
643230077,果糖注射液　５％１Ｌ,ｶﾄｳ,ｶﾄｳ,,,False
643230081,果糖注射液　２０％２０ｍＬ,ｶﾄｳ,ｶﾄｳ,,,False
643230089,大塚糖液１０％　２０ｍＬ,ｵｵﾂｶﾄｳｴｷ10%,ｵｵﾂｶﾄｳｴｷ10%,,,False
643230090,大塚糖液５％　２０ｍＬ,ｵｵﾂｶﾄｳｴｷ5%,ｵｵﾂｶﾄｳｴｷ5%,,,False
643230176,ハイカリック液−３号　７００ｍＬ,ﾊｲｶﾘｯｸｴｷ-3ｺﾞｳ,ﾊｲｶﾘｯｸｴｷ-3ｺﾞｳ,,,False
643230212,大塚糖液５％　１００ｍＬ,ｵｵﾂｶﾄｳｴｷ5%,ｵｵﾂｶﾄｳｴｷ5%,,,False
643230230,ブドウ糖注射液　５％５００ｍＬ,ﾌﾞﾄﾞｳﾄｳ,ﾌﾞﾄﾞｳﾄｳ,,,False
643230251,大塚糖液５％　５０ｍＬ,ｵｵﾂｶﾄｳｴｷ5%,ｵｵﾂｶﾄｳｴｷ5%,,,False
643230252,ブドウ糖注射液　５０％１００ｍＬ,ﾌﾞﾄﾞｳﾄｳ,ﾌﾞﾄﾞｳﾄｳ,,,False
643230253,ブドウ糖注射液　１０％５００ｍＬ,ﾌﾞﾄﾞｳﾄｳ,ﾌﾞﾄﾞｳﾄｳ,,,False
643230254,ブドウ糖注射液　５％５０ｍＬ,ﾌﾞﾄﾞｳﾄｳ,ﾌﾞﾄﾞｳﾄｳ,,,False
643230267,光糖液５％　５０ｍＬ,ﾋｶﾘﾄｳｴｷ5%,ﾋｶﾘﾄｳｴｷ5%,,,False
643230270,光糖液５％　１００ｍＬ,ﾋｶﾘﾄｳｴｷ5%,ﾋｶﾘﾄｳｴｷ5%,,,False
643230282,小林糖液５％　５００ｍＬ,ｺﾊﾞﾔｼﾄｳｴｷ5%,ｺﾊﾞﾔｼﾄｳｴｷ5%,,,False
643230283,光糖液５％　５００ｍＬ,ﾋｶﾘﾄｳｴｷ5%,ﾋｶﾘﾄｳｴｷ5%,,,False
643230287,大塚糖液５％　５００ｍＬ,ｵｵﾂｶﾄｳｴｷ5%,ｵｵﾂｶﾄｳｴｷ5%,,,False
643230297,大塚糖液１０％　５００ｍＬ,ｵｵﾂｶﾄｳｴｷ10%,ｵｵﾂｶﾄｳｴｷ10%,,,False
643230298,大塚糖液２０％　２０ｍＬ,ｵｵﾂｶﾄｳｴｷ20%,ｵｵﾂｶﾄｳｴｷ20%,,,False
643230314,大塚糖液４０％　２０ｍＬ,ｵｵﾂｶﾄｳｴｷ40%,ｵｵﾂｶﾄｳｴｷ40%,,,False
643230317,大塚糖液５０％　２０ｍＬ,ｵｵﾂｶﾄｳｴｷ50%,ｵｵﾂｶﾄｳｴｷ50%,,,False
643230346,２０％フルクトン注　２０ｍＬ,20%ﾌﾙｸﾄﾝﾁｭｳ,20%ﾌﾙｸﾄﾝﾁｭｳ,,,False
643230406,大塚糖液５％ＴＮ　１００ｍＬ,ｵｵﾂｶﾄｳｴｷ5%TN,ｵｵﾂｶﾄｳｴｷ5%TN,,,False
643230411,大塚糖液５％　２５０ｍＬ,ｵｵﾂｶﾄｳｴｷ5%,ｵｵﾂｶﾄｳｴｷ5%,,,False
643230412,大塚糖液７０％　３５０ｍＬ,ｵｵﾂｶﾄｳｴｷ70%,ｵｵﾂｶﾄｳｴｷ70%,,,False
643250033,ハイ・プレアミンＳ注−１０％　２０ｍＬ,ﾊｲﾌﾟﾚｱﾐﾝSﾁｭｳ-10%,ﾊｲﾌﾟﾚｱﾐﾝSﾁｭｳ-10%,,,False
643250036,ハイ・プレアミン注−１０％　２０ｍＬ,ﾊｲﾌﾟﾚｱﾐﾝﾁｭｳ-10%,ﾊｲﾌﾟﾚｱﾐﾝﾁｭｳ-10%,,,False
643250061,メルスモン　２ｍＬ,ﾒﾙｽﾓﾝ,ﾒﾙｽﾓﾝ,,,False
643250072,ラエンネック　２ｍＬ,ﾗｴﾝﾈｯｸ,ﾗｴﾝﾈｯｸ,,,False
643310004,１０％塩化ナトリウム注射液　２０ｍＬ,10%ｴﾝｶﾅﾄﾘｳﾑ,10%ｴﾝｶﾅﾄﾘｳﾑ,,,False
643310086,ニソリ・Ｓ注　５００ｍＬ,ﾆｿﾘSﾁｭｳ,ﾆｿﾘSﾁｭｳ,,,False
643310102,ハルトマン液「コバヤシ」　５００ｍＬ,ﾊﾙﾄﾏﾝｴｷｺﾊﾞﾔｼ,ﾊﾙﾄﾏﾝｴｷｺﾊﾞﾔｼ,,,False
643310156,ラクトリンゲルＳ注「フソー」　５００ｍＬ,ﾗｸﾄﾘﾝｹﾞﾙSﾁｭｳﾌｿｰ,ﾗｸﾄﾘﾝｹﾞﾙSﾁｭｳﾌｿｰ,,,False
643310157,ラクトリンゲル液″フソー″　５００ｍＬ,ﾗｸﾄﾘﾝｹﾞﾙｴｷﾌｿｰ,ﾗｸﾄﾘﾝｹﾞﾙｴｷﾌｿｰ,,,False
643310170,リンゲル液　５００ｍＬ,ﾘﾝｹﾞﾙｴｷ,ﾘﾝｹﾞﾙｴｷ,,,False
643310181,生理食塩液　５ｍＬ,ｾｲﾘｼｮｸｴﾝｴｷ,ｾｲﾘｼｮｸｴﾝｴｷ,,,False
643310182,生理食塩液　２０ｍＬ,ｾｲﾘｼｮｸｴﾝｴｷ,ｾｲﾘｼｮｸｴﾝｴｷ,,,False
643310183,生理食塩液　１００ｍＬ,ｾｲﾘｼｮｸｴﾝｴｷ,ｾｲﾘｼｮｸｴﾝｴｷ,,,False
643310184,生理食塩液　２００ｍＬ,ｾｲﾘｼｮｸｴﾝｴｷ,ｾｲﾘｼｮｸｴﾝｴｷ,,,False
643310185,生理食塩液　２５０ｍＬ,ｾｲﾘｼｮｸｴﾝｴｷ,ｾｲﾘｼｮｸｴﾝｴｷ,,,False
643310187,生理食塩液　５００ｍＬ,ｾｲﾘｼｮｸｴﾝｴｷ,ｾｲﾘｼｮｸｴﾝｴｷ,,,False
643310188,生理食塩液　１Ｌ,ｾｲﾘｼｮｸｴﾝｴｷ,ｾｲﾘｼｮｸｴﾝｴｷ,,,False
643310190,大塚生食注　２０ｍＬ,ｵｵﾂｶｾｲｼｮｸﾁｭｳ,ｵｵﾂｶｾｲｼｮｸﾁｭｳ,,,False
643310209,テルモ生食　５００ｍＬ,ﾃﾙﾓｾｲｼｮｸ,ﾃﾙﾓｾｲｼｮｸ,,,False
643310210,テルモ生食　１Ｌ,ﾃﾙﾓｾｲｼｮｸ,ﾃﾙﾓｾｲｼｮｸ,,,False
643310213,ニソリＭ注　５００ｍＬ,ﾆｿﾘMﾁｭｳ,ﾆｿﾘMﾁｭｳ,,,False
643310214,ニソリＭ注　２５０ｍＬ,ﾆｿﾘMﾁｭｳ,ﾆｿﾘMﾁｭｳ,,,False
643310225,大塚生食注　１００ｍＬ,ｵｵﾂｶｾｲｼｮｸﾁｭｳ,ｵｵﾂｶｾｲｼｮｸﾁｭｳ,,,False
643310284,ラクトリンゲルＳ注「フソー」　５００ｍＬ,ﾗｸﾄﾘﾝｹﾞﾙSﾁｭｳﾌｿｰ,ﾗｸﾄﾘﾝｹﾞﾙSﾁｭｳﾌｿｰ,,,False
643310286,生理食塩液　５００ｍＬ,ｾｲﾘｼｮｸｴﾝｴｷ,ｾｲﾘｼｮｸｴﾝｴｷ,,,False
643310287,生理食塩液　１Ｌ,ｾｲﾘｼｮｸｴﾝｴｷ,ｾｲﾘｼｮｸｴﾝｴｷ,,,False
643310328,ラクトリンゲル液″フソー″　５００ｍＬ,ﾗｸﾄﾘﾝｹﾞﾙｴｷﾌｿｰ,ﾗｸﾄﾘﾝｹﾞﾙｴｷﾌｿｰ,,,False
643310329,ラクトリンゲル液″フソー″　１Ｌ,ﾗｸﾄﾘﾝｹﾞﾙｴｷﾌｿｰ,ﾗｸﾄﾘﾝｹﾞﾙｴｷﾌｿｰ,,,False
643310330,ラクトリンゲルＭ注「フソー」　５００ｍＬ,ﾗｸﾄﾘﾝｹﾞﾙMﾁｭｳﾌｿｰ,ﾗｸﾄﾘﾝｹﾞﾙMﾁｭｳﾌｿｰ,,,False
643310332,エスロンＢ注　５００ｍＬ,ｴｽﾛﾝBﾁｭｳ,ｴｽﾛﾝBﾁｭｳ,,,False
643310335,生理食塩液　５０ｍＬ,ｾｲﾘｼｮｸｴﾝｴｷ,ｾｲﾘｼｮｸｴﾝｴｷ,,,False
643310336,低分子デキストランＬ注　５００ｍＬ,ﾃｲﾌﾞﾝｼﾃﾞｷｽﾄﾗﾝLﾁｭｳ,ﾃｲﾌﾞﾝｼﾃﾞｷｽﾄﾗﾝLﾁｭｳ,,,False
